id,companies,revenue
1262,"Mandate Pictures,Three Strange Angels",53653224.0
43610,Metro-Goldwyn-Mayer (MGM),9132000.0
126781,Columbia Pictures,0.0
47758,Universal Pictures,0.0
13338,South Pacific Pictures,0.0
82,"Universal Pictures,Forward Pass,Motion Picture ETA Produktionsgesellschaft,Foqus Arte Digital,Metropolis Films",163794509.0
9921,"Lee Daniels Entertainment,Teton Films",0.0
36342,Warner Bros.,0.0
51043,PolyGram Filmed Entertainment,0.0
24164,"Rai Cinemafiction,Filmalbatros",0.0
1986,"France 3 Cinéma,Elzévir Films,Oï  Oï  Oï Productions",0.0
31152,RKO Radio Pictures,0.0
1402,"Columbia Pictures Corporation,Escape Artists,Relativity Media,Overbrook Entertainment",307077295.0
2805,"Aichi Arts Center,Film Bangkok,Five Star Production",0.0
9293,"Twentieth Century Fox Film Corporation,Dune Entertainment,Major Studio Partners,Landscape Entertainment,John US Productions",41009669.0
9906,"Playtone,Warner Bros.,Legendary Entertainment,DNA Productions",55181129.0
43597,Warner Bros.,0.0
31032,Mandragora,0.0
51857,Elías Querejeta Producciones Cinematográficas S.L.,0.0
145899,Fennada-Film,0.0
1948,"Lions Gate Films,Lakeshore Entertainment,GreeneStreet Films,Radical Media",42931041.0
148,Hotshot Films,0.0
9951,Oy Rabbit Films Ltd.,0.0
77221,"France 2 Cinéma,Quinta Communications,Carthago Films S.a.r.l.,Prima TV,Doha Film Institute, The",5446000.0
77250,"Samuel Goldwyn Company, The",0.0
52452,"Ben Katz Productions,Was Productions Ltd.",0.0
5289,"Current Entertainment,Epsilon Motion Pictures,Pierce-Williams,Zero Gravity Management,Möbius Entertainment,Rampage Entertainment,Chaotic Productions,Mobius International",10289.0
9782,"Miramax Films,IFC Films,Fortissimo Films",0.0
9907,"Paramount Pictures,Nickelodeon Movies,Paramount Animation",72779000.0
42501,"Nouvelles Éditions de Films (NEF),Marianne Productions,Franz Seitz Filmproduktion,Vides Cinematografica",0.0
27203,RKO Radio Pictures,0.0
63618,Twentieth Century Fox Film Corporation,0.0
35921,"Twentieth Century Fox Film Corporation,Darryl F. Zanuck Productions",0.0
15696,"The Archers,Independent Producers",0.0
19017,"Twentieth Century Fox Film Corporation,Academy Pictures Corporation",0.0
42756,Columbia Pictures,0.0
37929,Crawford Productions,0.0
9762,"Summit Entertainment,Offspring Entertainment,Touchstone Pictures,Eketahuna LLC",114194847.0
14113,"Columbia Pictures,Revolution Studios",12506188.0
15049,"Park Ex Pictures,Sortie 22",12671300.0
86604,RKO Radio Pictures,0.0
21712,"Asmik Ace Entertainment,Studio 4°C",0.0
15414,"Studio Eight Productions,Defender Production,Templar Films,Avnet/Kerner Productions,Bauer Martinez Studios,Brooklyn Films,Defender Film Fund II,Lucky 7 Productions LLC",0.0
7859,"Thinkfilm,Hunting Lane Films,Journeyman Pictures,Original Media,Silverwood Films,Traction Media",4911725.0
16998,"Procirep,Cofimage 16,Pathé Renn Productions,Les Films des Tournelles,Canal+,TPS Star,Région Ile-de-France,Centre National de la Cinématographie (CNC),Fondation GAN pour le Cinéma",0.0
25645,Wo Ping Films,0.0
58311,China Entertainment Films Production,0.0
39776,"Film Workshop,Cinema City",0.0
11559,Recorded Picture Company (RPC),566611.0
31513,Metro-Goldwyn-Mayer (MGM),0.0
10348,"Golden Harvest Company,Paragon Films Ltd",0.0
26718,Warner Bros.,0.0
1023,M&M Productions,0.0
59964,Metro-Goldwyn-Mayer (MGM),1606624.0
71436,Inspiration Pictures,0.0
2168,"Kojo Pictures,M2 Entertainment",0.0
10118,"Patriot Pictures,Maverick Films,Metro-Goldwyn-Mayer (MGM),Rafter H Entertainment",11449638.0
9788,"Universal Pictures,Shady Acres Entertainment",38505009.0
14174,"Conquering Lion Pictures,Optix Digital Pictures",0.0
11689,"United Artists,Tritone Cinematografica,T.O.T.A.",0.0
14893,"Angel Productions,ApolloMedia",0.0
33813,RKO Radio Pictures,0.0
1540,Haut et Court,0.0
26502,Batjac Productions,0.0
1491,"Michael London Productions,Stillking Films,Bob Yari Productions,Bull's Eye Entertainment,Contagious Entertainment",86915017.0
34233,Warner Bros.,0.0
33792,"Metro-Goldwyn-Mayer (MGM),Liberty Films (II)",0.0
51601,"First National Pictures,Warner Bros.",0.0
1165,"BIM Distribuzione,Granada Film Productions,Scott Rudin Productions,Pathé Renn Productions,Pathé Pictures International,Canal+,Future Films,France 3 Cinema",123384128.0
7291,"Gaumont,Uni Etoile 2,LGM Productions,TF1 Films Production,Canal+,CinéCinéma,KL Productions",0.0
9988,Broken Lizard Industries,19179969.0
24115,New Line Cinema,13022756.0
11652,Walt Disney Pictures,57806952.0
13816,"Atlas Entertainment,Forensic Films,HBO Films",0.0
34006,Warner Bros.,0.0
22238,"MACT Productions,Eran Riklis Productions Ltd.,France Cinéma Productions,Neue Impuls Film",0.0
4913,"Independent Film Channel (IFC),Q-Dog Music Television,IFC Productions,InDigEnt (Independent Digital Entertainment)",0.0
63848,"Warner Bros.,Courtyard Films",0.0
43006,"Paramount Pictures,Sachiko",0.0
19072,"Two Cities Films,Noel Coward-Cineguild",0.0
44892,Hal Roach Studios,0.0
15265,Films Montsouris,0.0
25599,Metro-Goldwyn-Mayer (MGM),0.0
11227,"TF1 Films Productions,EuropaCorp",0.0
29589,Individual Pictures,0.0
33810,Hal Roach Studios,0.0
43841,Hal Roach Studios,0.0
14597,Odyssey Entertainmant,0.0
9708,"Saturn Films,Brightlight Pictures,Alcon Entertainment,Nu Image Entertainment GmbH,Warner Bros.,Millennium Films,Emmett/Furla Films,Equity Pictures Medienfonds GmbH & Co. KG III,Wicker Man Productions",38755073.0
14351,"360 Pictures,Dribble Productions,Platinum Equity",7000000.0
9813,Destination Films,381420.0
39382,"Columbia Pictures Television,Rosemont Productions",0.0
271,"AB Svenska Ord,AB Film-Teknik,Sveriges Television (SVT),Svensk Filmindustri (SF),Norsk Film",0.0
35327,Svensk Filmindustri (SF),5839164.0
49940,Sonet Film AB,0.0
22471,"Svenska Filminstitutet,Cinema Art,Dalle Manus & Regi,Deadline,TV 1000",0.0
1116,"BIM Distribuzione,Matador Pictures,Diaphana Films,Bórd Scannán na hÉireann,Element Films,UK Film Council,Pathé Distribution,Irish Film Board,Tornasol Films,Sixteen Films,Regent Capital,EMC Produktion,Cinéart,TV3 Television Network Ireland,Filmcoopi Zürich,Oil Flick Films No.2",22889018.0
29966,RKO Radio Pictures,88.0
43231,"Vides Cinematografica,Cinematografica Associati (CI.AS.),Rank Film",0.0
61564,Twentieth Century Fox Film Corporation,0.0
50070,Paramount Pictures,0.0
37628,Alianza Cinematográfica Española,0.0
55343,Joswend,0.0
5072,"Qwerty Films,Dan Films,Isle of Man Film,HanWay Films,UK Film Council,N1 European Film Produktions GmbH & Co. KG",0.0
2566,"Canal Plus,Fidélité Productions",0.0
1249,Focus Features,16803753.0
9954,"Screen Gems, Inc.",37597471.0
43829,Twentieth Century Fox Film Corporation,0.0
171771,Cicatrice Film inc,0.0
7511,"Lakeshore Entertainment,Mel's Cite du Cinema",0.0
32687,Azor Film,0.0
14057,Trust the Man LLC,0.0
13075,Red Envelope Entertainment,622806.0
7512,"Twentieth Century Fox Film Corporation,Ternion Pictures",495303.0
1963,"Kim Ki-Duk Film,Happinet Pictures",0.0
58905,Paramount Pictures,0.0
10846,Melampo Cinematografica,0.0
32969,Twentieth Century Fox Film Corporation,0.0
1381,"Regency Enterprises,Warner Bros.,Muse Entertainment Enterprises,Protozoa Pictures,New Regency Pictures",15304890.0
15097,"Le Studio Canal+,Téléma Productions,M6 Films,France 3 Cinema",0.0
34068,"TF1 Films Production,Zweites Deutsches Fernsehen (ZDF),Canal+,Les Productions Lazennec,La Sept Cinéma,Kasso Inc. Productions",0.0
43837,Paramount Pictures,0.0
15374,"Cinema Center Films,Lee Mendelson Film Productions,Bill Melendez Productions,United Feature Syndicate (UFS)",0.0
15242,Cinema Center Films,0.0
300,"Gaumont,France 3 Cinéma,Canal+,TPS Star,Partizan Films,Mikado Film",9524340.0
31148,Warner Bros.,0.0
16411,"Media Asia Film,Sil-Metropole Organisation,Avex Inc.,Basic Pictures",7096000.0
44046,"Frankestein Entertainment,Flipped Out Productions",0.0
52859,"United Artists,Argosy Pictures,Walter Wanger Productions",0.0
76117,"United Artists,Stanley Kramer Productions",0.0
9676,"Universal Pictures,Davis-Films,Signature Pictures,Linson Entertainment,Art Linson Productions,Millennium Films,Equity Pictures Medienfonds GmbH & Co. KG III,Nu Image Entertainment GmbH",49111202.0
6948,"United Artists,Furst Films,SLS Video Productions,Cinerenta Feature Films,Cinegreen",0.0
15213,"Twentieth Century Fox Film Corporation,Starz Animation,IDT Entertainment",16627188.0
9766,Columbia Pictures,41480851.0
32761,Wega Film,0.0
12249,La Parti Productions,0.0
34127,"Samuel Goldwyn Company, The",0.0
390,"Road Movies Filmproduktion,Madragoa Filmes,Wim Wenders Stiftung",0.0
1595,"Emotion Pictures,Reverse Angle International,InDigEnt (Independent Digital Entertainment)",0.0
1622,Diaphana Films,793604.0
15742,"Amour Fou Filmproduktion,Eurofilm Stúdió,La Cinéfacture",0.0
43410,Madras Talkies,0.0
5721,"Eve Productions,Goldstein Films,Coldstream Films",6000000.0
41758,"Marc Platt Productions,HBO Films,Aspetuck Productions",0.0
51079,British International Pictures (BIP),0.0
43122,London Film Productions,0.0
1579,"Icon Productions,Icon Entertainment International,Touchstone Pictures",120175290.0
65488,Metro-Goldwyn-Mayer (MGM),0.0
9664,"Ingenious Film Partners,Electric Entertainment,Skydance Productions,Flyboys Films",17800000.0
12094,Paramount Pictures,72778712.0
1717,"Columbia Pictures Corporation,Rising Star,Relativity Media,Phoenix Pictures,VIP 4 Medienfonds",9450897.0
15624,"Prophecy Pictures Ltd.,Gordonstreet Pictures",973525.0
15997,Universal Cartoon Studios,0.0
2753,Fons Rademakers Produktie,203781.0
496,"Twentieth Century Fox Film Corporation,Four By Two Productions",261572744.0
1417,"Estudios Picasso,Esperanto Filmoj,Tequila Gang",83258226.0
24751,RKO Radio Pictures,0.0
4643,"Contrafilm,Firm Films,Touchstone Pictures,Beacon Pictures,Eyetronics",55011732.0
7484,Sony Pictures Animation,197309027.0
9842,Dimension Films,17807569.0
111642,Mayflower Pictures Corporation,0.0
27275,"Böcek Yapım,Besiktas Kültür Merkezi (BKM),Böcek Film",0.0
1422,"Vertigo Entertainment,Media Asia Films,Warner Bros.,Initial Entertainment Group (IEG),Plan B Entertainment",289847354.0
10781,"New Line Cinema,Next Entertainment,Platinum Dunes,Vortex/Henkel/Hooper,Texas Chainsaw Productions",0.0
9794,Lionsgate,38368909.0
9978,"Isle of Man Film,Weinstein Company, The,Samuelson Productions",23937870.0
30025,"Columbia Pictures,Santana Pictures Corporation",0.0
14812,Paradox Spillefilm A/S,0.0
164687,Fox Film Corporation,0.0
8332,"Kinowelt Filmproduktion,MedienKontor Movie GmbH",0.0
3593,Paramount Pictures,0.0
7510,TriStar Pictures,6754898.0
28115,King Brothers Productions,0.0
28297,"Mark Hellinger Productions,Universal International Pictures (UI)",0.0
16548,Strand Releasing,0.0
1975,"Columbia Pictures Corporation,Ghost House Pictures,Vertigo Entertainment",39143839.0
9895,"Universal Pictures,Morgan Creek Productions",41237648.0
8975,"Twentieth Century Fox Film Corporation,Pacific Film and Television Commission,WWE Studios",22165608.0
9672,"Killer Films,Longfellow Pictures,Warner Independent Pictures (WIP),Jack and Henry Productions Inc.",1151330.0
15005,Gener8Xion Entertainment,13391174.0
42236,"Produzioni Europee Associati (PEA),Fast Film",0.0
52360,Columbia Pictures,0.0
98498,"Centre National de la Cinématographie,Les Films de l'Astrophore",0.0
46774,Lenfilm Studio,0.0
86,"MOOVIE - the art of entertainment GmbH,Medienfonds German Film Productions GmbH & Co. KG",0.0
78479,Jackpot Films Oy,0.0
10070,"Neo Art & Logic,Dimension Films,Maloof Motion Pictures",658573.0
13209,Jafar Panahi Film Productions,0.0
1440,"New Line Cinema,Standard Film Company,Bona Fide Productions",14821658.0
13364,Disarming Films,201275.0
43847,Metro-Goldwyn-Mayer (MGM),0.0
28932,"United Artists,chateau productions",11.0
18925,Destination Films,10178331.0
77198,Columbia Pictures,0.0
1523,"Fox Searchlight Pictures,Cowboy Films,DNA Films,Scottish Screen,UK Film Council,Filmfour,Slate Films,Tatfilm",48027970.0
14201,Authorized Pictures,0.0
1378,"Fortissimo Films,Process Productions,Q Television",5179037.0
9693,"Universal Pictures,Strike Entertainment,Hit & Run Productions",69959751.0
1124,"Warner Bros.,Touchstone Pictures,Syncopy",109676311.0
3683,"DreamWorks SKG,Amblin Entertainment,Malpaso Productions,Warner Bros.",65900249.0
14012,"Twentieth Century Fox Film Corporation,Fox 2000 Pictures,Zucker/Netter Productions",21000000.0
43673,HareBrained Pictures,0.0
14097,"Finnish Film Foundation,Matila Röhr Productions (MRP),Yleisradio (YLE),Art Pictures Group,Slovo,Channel 1+1,Telekanal STS",24000000.0
59500,"Arte,Finnish Film Foundation,Zweites Deutsches Fernsehen (ZDF),Yleisradio (YLE),Sandrew Metronome Distribution,Blind Spot Pictures Oy,Fu Works,Troika Entertainment GmbH,A-Film Distribution,Film Tower,Ming Productions",0.0
78507,"Universum Film (UFA),Fritz Lang-Film",0.0
8194,"Original Media,Belladonna Productions,Xingu Films",516139.0
6077,"Weltecho,Solimane Productions",767311.0
214,"Lions Gate Films,Twisted Pictures,Evolution Entertainment",163876815.0
1123,"Mirage Enterprises,Studio Canal,Working Title Films",4291965.0
50573,Samuel Goldwyn Films,0.0
36922,Deutsche Film (DEFA),0.0
43071,Rai Cinema,0.0
59087,Twentieth Century Fox Film Corporation,0.0
14620,"New Line Cinema,FilmEngine,BenderSpink",0.0
43884,Warner Bros.,2736000.0
80427,"Office Kitano,Bandai Entertainment Inc.,Hu Tong Communications,Artcam International,T-Mark",0.0
21156,"MEDIA Programme of the European Union,Ceská Televize,Athanor,Barrandov Studios,Ministry of Culture of the Slovak Republic,The Czech Republic State Fund for Support and Development of Cinematography,Eurimages Council of Europe",0.0
11619,"Aardman Animations,DreamWorks Animation",64459316.0
1427,"Davis-Films,Nouvelles Éditions de Films (NEF),Rising Star,VIP Medienfonds 4,Ikiru Films,Constantin Film Produktion,Castelao Producciones",132180323.0
23030,"Universal Pictures,Stanley Donen Films",0.0
13767,"Walt Disney Pictures,Boxing Cat Films,Outlaw Productions (I),Santa Frost Productions",84500122.0
19109,Brightlight Pictures,0.0
33218,Twentieth Century Fox Film Corporation,0.0
24553,MK Film Productions S.r.l.,0.0
21057,"Tokuma Shoten,Studio Ghibli,Nippon Television Network (NTV)",0.0
68736,"A&M Films,Creative Film Associates",0.0
67880,Warner Bros.,0.0
35561,Columbia Pictures,0.0
60567,R.D.Banshal & Co.,0.0
4928,HarBel Productions,0.0
27295,"Mercury,Home Box Office (HBO),Cinema Plus,Douglas",0.0
12486,FOTP Productions,0.0
20785,"Jim Henson Company, The",0.0
9726,"Fox 2000 Pictures,Scott Free Productions",42064105.0
36215,Kaijyu Theater,0.0
61650,Paramount Pictures,0.0
10093,"Rogue Pictures,Intrepid Pictures,Biscayne Pictures,Raygun Productions,Rosey Film Productions LLC",11992014.0
14799,Shangri-La Entertainment,5542025.0
13542,"BBC Films,Industrial Development Corporation of South Africa,Distant Horizons,British Broadcasting Corporation (BBC),Videovision Entertainment",0.0
8588,"BBC Films,Filmstiftung Nordrhein-Westfalen,Egoli Tossell Film AG,CrossDay Productions,UK Film Council,Zweites Deutsches Fernsehen (ZDF),ARTE,Invicta Capital",0.0
36557,"Eon Productions,Stillking Films,Babelsberg Film",599045960.0
9836,"Kennedy Miller Productions,Animal Logic",384335608.0
9809,Universal Pictures,4630045.0
7551,"Jerry Bruckheimer Films,Scott Free Productions,Touchstone Pictures",180557550.0
10741,"The Weinstein Company,Bold Films,Holly Wiersma Productions",0.0
9969,"Regency Enterprises,New Regency Pictures,Corduroy Films,All Lit Up Productions",47231070.0
2357,"Revelations Entertainment,Mockingbird Pictures,Reveal Entertainment",580527.0
1581,"Columbia Pictures,Universal Pictures,Waverly Films,Relativity Media",194168700.0
21600,Twentieth Century Fox Film Corporation,0.0
313,"Revolution Films,Rhombus Media",1381665.0
7873,The Weinstein Company,5967038.0
14823,"Steel Mill Pictures,LTB Films Limited,Wellington Films",0.0
27387,"Peninsula Films,DEJ Productions,Rillington Production",0.0
8324,"BBC Films,Participant Productions,HanWay Films",0.0
29415,"Paris Film,Lux Compagnie Cinématographique de France",0.0
27019,"Les Films Christian Fechner,Action Films,Les Films 7",0.0
85505,Metro-Goldwyn-Mayer (MGM),0.0
42822,"First National Pictures,Warner Bros.",0.0
5698,Edison Manufacturing Company,0.0
36265,Sindicato de Trabajadores de la Producción Cinematográfica (STPC),0.0
2179,"New Line Cinema,Red Hour Films",13405595.0
39219,HLP,0.0
47156,Metro-Goldwyn-Mayer,0.0
15152,Artemis Film,0.0
14457,"Institution, The,Primal Pictures,Afraid of the Dark",0.0
76211,Twentieth Century Fox Film Corporation,0.0
38450,Twentieth Century Fox Film Corporation,0.0
15804,"Yang & His Gang Filmmakers,Jane Balfour Films",0.0
14978,ZU33,0.0
2447,"New Line Cinema,Sound for Film,Temple Hill Entertainment",0.0
10032,Metro-Goldwyn-Mayer (MGM),6086508.0
9796,"2929 Productions,Fox Atomic,Stone Village Pictures,BoZ Productions",0.0
1372,"Bedford Falls Productions,Lonely Film Productions GmbH & Co. KG.,Virtual Studios,Spring Creek Productions,Warner Bros.,Initial Entertainment Group (IEG),Liberty Pictures",170877916.0
22440,Universal Pictures,0.0
39554,Warner Bros.,0.0
17604,Hammer Film Productions,0.0
15077,"China Star Entertainment,Milky Way Image Company",0.0
54910,Forensic Films,0.0
9986,"Paramount Pictures,Kerner Entertainment Company",144000000.0
2486,"Ingenious Film Partners,Twentieth Century Fox Film Corporation,Dune Entertainment,Major Studio Partners,Fox 2000 Pictures,Davis Entertainment,Mid Atlantic Films",249288105.0
1246,"Columbia Pictures,Revolution Studios,Rogue Marble,Metro-Goldwyn-Mayer (MGM)",155721132.0
43970,"Sheherazad Media International,Farabi Cinema Foundation",0.0
18615,"River Road Entertainment,Edward R. Pressman Film,Iron Film",2281089.0
40574,The Harold Lloyd Corporation,0.0
13210,Associated British Picture Corporation,0.0
25060,Glass Eye Pix,0.0
12795,"TLA Releasing,Luna Filmproduktion",745327.0
16066,"Anthony Buckley Films,Tempo Productions Ltd",0.0
95797,Universal Studios,0.0
77966,Metro-Goldwyn-Mayer,0.0
55819,Paramount Pictures,0.0
46948,"Lorimar Productions,Polar Entertainment",0.0
97519,Columbia Pictures Corporation,0.0
43791,"Twentieth Century Fox Film Corporation,Sumar Productions",0.0
82944,Prometheus Enterprises Inc.,0.0
14202,"Emotion Pictures,The Mark Gordon Company,Class 5 Films,Yari Film Group,Warner China Film HG Corporation,Stratus Film Co.,WIP,Bob Yari Productions,The Colleton Company,Dragon Studios",0.0
11170,"Legendary Pictures,Thunder Road Pictures,Wonderland Sound and Vision,Warner Bros.",43545364.0
12924,"ADV Films,CoMix Wave",0.0
30060,"United Artists,Nepenthe Productions",0.0
1247,"Universal Pictures,American Zoetrope,Morgan Creek Productions",59908565.0
1125,"Paramount Pictures,DreamWorks SKG,Laurence Mark Productions",154937680.0
8436,"Diaphana Films,Les Films à Un Dollar",0.0
14277,Polar Film   Medien GmbH,0.0
33583,"Les Productions Artistes Associés,Artemis Film,Produzioni Europee Associati (PEA)",0.0
1646,"Double Feature Films,Jersey Films,Kernos Filmproduktionsgesellschaft & Company",41170784.0
58923,40 Acres & A Mule Filmworks,0.0
47143,"Ognon Pictures,Arte France Cinéma,Conseil Régional de Franche-Comté,Centre National de la Cinématographie (CNC),Pusan Film Commission",0.0
7736,Antiteater-X-Film,0.0
1730,"Asymmetrical Productions,Inland Empire Productions,Studio Canal,Fundacja Kultury,Camerimage Festival,Absurda",849055.0
42241,"Megalovision,Cinegate,Disctac",0.0
20537,British Film Institute (BFI),0.0
12812,"Maïa Films,AB3,Canal+,CinéCinéma,Arte France Cinéma,Zephyr Films,Centre National de la Cinématographie (CNC),YC Alligator Film",0.0
8618,"DNA Films,BBC Films,UK Film Council",13401952.0
1259,"Fox Searchlight Pictures,Scott Rudin Productions,DNA Films,BBC Films,Ingenious Film Partners,UK Film Council",49469904.0
20842,Geneni Film Distributors,0.0
10908,"Davis-Films,PM Entertainment Group,KPI Productions,Long Road Productions,Lomax Productions",0.0
34943,Columbia Pictures Corporation,0.0
27067,"Procirep,Canal+,3b productions,Région Nord-Pas-de-Calais,Ministère de la Culture de la Republique Française,Centre National de la Cinématographie (CNC),Fondation GAN pour le Cinéma,Pictanovo Nord-Pas-de-Calais,C.R.R.A.V,Norfilm",0.0
9053,"Impact Pictures,Constantin Film Produktion,Mindfire Entertainment,Team Ninja,VIP 4 Medienfonds,Tecmo",480314.0
1494,Beijing New Picture Film Co. Ltd.,0.0
13318,Sandrew Metronome Norge,0.0
182,"Warner Bros.,Section Eight Productions,Sunset Gower Studios",5914908.0
31048,"120dB Films,Beautiful Motion Pictures LLC,Channel Z Films,Liebermania",0.0
1251,"DreamWorks SKG,Amblin Entertainment,Malpaso Productions,Warner Bros.",68673228.0
43512,Metro-Goldwyn-Mayer (MGM),0.0
9656,Dimension Films,21510851.0
5393,"Vanguard Films,Lionsgate,Odyssey,Nitrogen Studios Canada",38085778.0
14171,"North by Northwest Entertainment,Metro-Goldwyn-Mayer (MGM),Severe Entertainment,Winkler Films,Zak Productions,Millennium Films,Emmett/Furla Films",0.0
14396,New Line Cinema,10337477.0
1931,Rainforest Films,75511123.0
13967,BBC Films,35078241.0
9992,"Canal Plus,Sofica Europacorp,Avalanche Productions,EuropaCorp",107944236.0
16371,Koo & Cee Film,0.0
19344,"Big Easy Pictures,Divine Light Pictures",0.0
8275,"Rogue Pictures,Capital Arts Entertainment,Neo Art & Logic,Universal Studios Home Entertainment",0.0
2433,Madeleine Films,0.0
2204,"Westdeutscher Rundfunk (WDR),Filmverlag der Autoren",0.0
42567,Twentieth Century Fox Film Corporation,0.0
26518,"Film Science,Washington Square Films,Van Hoy/Knudsen Productions",0.0
13771,Miramax,0.0
10810,"Ibermedia,Moonshot Pictures,Rio Negro,Fondo de Inversión y Estímulos al Cine (FIDECINE),Maestranza Films,Dulce Compania",0.0
1773,Columbia Pictures Corporation,0.0
11578,"Filmsonor,Les Films Ariane,Francinex,Rizzoli Film,Amato Film",0.0
11972,"Francinex,Produzione Film Giuseppe Amato,Rizzoli Editore",0.0
38025,"Fortissimo Films,Dedicate Ltd.",0.0
27095,"Why Not Productions,Canal+,TPS Star",0.0
4283,"Hollywood Pictures,Sarah James Productions,Pariah",10597734.0
7457,A-Mark Entertainment,15309302.0
8398,"Intrepid Pictures,Focus Films,Platinum Dunes",25399945.0
13551,"Lakeshore Entertainment,Bruin Grip Services,Pitbull Pictures",0.0
36878,"Cinédis,Les Editions Cinégraphiques",0.0
19166,Defender Production,0.0
43470,Warner Bros.,0.0
3549,Zentropa Entertainments,0.0
25648,"Kim Ki-Duk Film,Happinet Pictures",14742.0
6166,"Norddeutscher Rundfunk (NDR),Schweizer Fernsehen (SF)",0.0
19629,Time Warner,0.0
56705,Empire Pictures,0.0
27337,"Bitters End,Vap/Cave,Covers & Co.",0.0
78318,Warner Bros.,0.0
37952,"Bac Films,Rai Cinemafiction,Istituto Luce,Eurimages,Rai Cinema,Zweites Deutsches Fernsehen (ZDF),Canal+,Arte France Cinéma,Greek Film Center,Hellenic Radio & Television (ERT),ZDF/Arte,Network Movie Film-und Fernsehproduktion,Networxx - Film Management,Attica Art Productions,Intermédias,Theo Angelopoulos Films,Classic,Movie Reinhold Elschot",0.0
46919,Filmové Studio Barrandov,0.0
1265,"Walden Media,Hal Lieberman Company,Lauren Levine Productions Inc.",137587063.0
14137,"Identity Films,CKRush Entertainment",0.0
15689,Three Way Productions,0.0
27432,Milestone FIlms,362222.0
36877,Vicomte de Noailles,0.0
14891,Pathé Distribution,0.0
12547,"Studio Eight Productions,Backup Films,Fierce Entertainment,Movieweb S.p.a.",0.0
25623,"Toho Company,PSC",0.0
13140,Thunderbox Films,7778177.0
10758,Night and Day Pictures,22179430.0
22473,"Legacy Filmworks,Neverwas Productions",0.0
74126,Shôchiku Eiga,0.0
16138,CN Film,0.0
13668,"Columbia Pictures Corporation,Relativity Media",16158487.0
7516,"Universal Pictures,StudioCanal,Relativity Media,Scion Films,Working Title Films",57103895.0
10075,"Lakeshore Entertainment,Metro-Goldwyn-Mayer (MGM),Daniel Bobker Productions,Berrick Filmproduktion,Blood & Chocolate Productions Ltd",0.0
9760,"Twentieth Century Fox Film Corporation,Regency Enterprises,New Regency Pictures,Paul Schiff Productions",86865564.0
9966,"Columbia Pictures,Ghost House Pictures,Mandate Pictures,Blue Star Pictures,Screen Gems,Scarecrow Productions",1109660.0
1257,"Universal Pictures,Gold Circle Films",69485490.0
1248,"Ingenious Film Partners,ETIC Films,Quinta Communications,Dino De Laurentiis Company,Zephyr Films,Young Hannibal Productions,Carthago Films S.a.r.l.",82169884.0
9757,"DreamWorks SKG,Davis Entertainment,Tollin/Robbins Productions",95673607.0
56165,Circle Productions Inc.,0.0
90560,Daiei Studios,0.0
5206,Zentropa Entertainments,0.0
14761,Rakontur,163000.0
1252,"Millennium Films,Emmett/Furla Films",0.0
2062,"Walt Disney Pictures,Pixar Animation Studios",623722818.0
12580,"Office Kitano,KSS,Excellent Film,Izo Partners",0.0
40641,Rome Paris Films,0.0
23544,"Murakami-Wolf Productions,Nilsson House Music Inc.",0.0
2266,"Filmazure,Pirol Stiftung,Victoires International",4857367.0
5172,Polish Brothers Construction,11130889.0
15962,Fine & Mellow Productions,0.0
9965,"DreamWorks SKG,Apatow Productions",0.0
13127,"Abba Movies Co. Ltd.,1618 Action Limited,Greek Mythology Entertainment Company",0.0
34866,"Dino de Laurentiis Cinematografica,Compagnia Cinematografica Antonio Cervi",0.0
37725,"Prospero Pictures,Icon Entertainment International,Scion Films,Rocket Pictures,Alliance Atlantis Motion Picture Production",7385434.0
40973,Twentieth Century Fox Film Corporation,3000000.0
63460,"Hemdale Film,Dynamic",0.0
13517,A. Film,0.0
22105,"Blue Omega Entertainment,Danika LLC,Roberts/David Films,Sententia Entertainment",0.0
2016,Tessalit Productions,22963701.0
47200,"CTB Film Company,Kazakhfilm Studios,Kinofabrika,Les Petites Lumieres",0.0
17266,"American Zoetrope,Hallmark Entertainment",0.0
9828,Rick Lashbrook Films,3338228.0
34038,MPI Home Video,0.0
74581,Daiichi Eiga,0.0
9958,Alliance Films,3833507.0
1250,"Columbia Pictures Corporation,Relativity Media,Michael De Luca Productions,Marvel Enterprises,Crystal Sky Pictures,GH One,Vengeance Productions Pty. Ltd.",228738393.0
4169,"Universal Pictures,Sidney Kimmel Entertainment,Intermedia Films,Outlaw Productions",33231264.0
16555,"Lions Gate Films,Tyler Perry Company, The",31609243.0
11172,"Village Roadshow Pictures,Castle Rock Entertainment,Reserve Room,Flower Films (II)",145896422.0
3594,"New Line Cinema,Contrafilm,Firm Films",77566815.0
10090,"Paramount Pictures,Double Feature Films,Jersey Films,Twentieth Century Fox Film Corporation,Comedy Central Films,Principato-Young Entertainment,High Sierra Carpeting",20342161.0
7874,Paramount Classics,10903846.0
14845,"Yari Film Group,Archer Entertainment",0.0
29965,"Infinite Frameworks Pte. Ltd.,Zhao Wei Films",0.0
48215,"Madhouse,Kadokawa Haruki Jimusho",0.0
22485,"Cactus Three,Stick Figure Productions",0.0
13393,Avşar Film,0.0
12271,"The Weinstein Company,L.I.F.T. Production,Holly Wiersma Productions",0.0
40394,"Les Productions Fox Europa,Coralta Cinematografica,Cinema Seven Film",0.0
17919,"Muse Entertainment Enterprises,For Sale Productions (Muse),RHI Entertainment",0.0
